-15168	2224	2048	125879	97763
-15248	2256	1872	125828	97814
-15088	2192	2352	125912	97862
-15136	2352	1616	125876	97842
-14992	2272	1872	125817	97765
-14688	2320	1904	125634	97688
-14592	2304	1952	125618	97679
-14992	2064	1584	125689	97680
-15520	1888	1600	125789	97740
-15488	2160	2000	125833	97748
-15152	2272	1712	125810	97730
-15024	2512	1968	125777	97753
-15168	2480	2176	125793	97795
-14960	2400	2000	125748	97767
-15232	2176	2032	125758	97756
-15296	2176	1824	125819	97804
-15184	2256	1840	125870	97773
-14848	2400	2512	125928	97749
-15200	2288	2224	125952	97760
-15088	2208	1920	125772	97618
-14848	2336	2000	125576	97670
-15024	2208	2336	125559	97692
-15264	2176	2000	125648	97710
-15184	2240	1952	125707	97654
-15104	2224	2176	125733	97765
-15120	2240	2000	125724	97717
-14928	2320	2384	125815	97712
-15216	2288	2608	125749	97677
-15312	2208	2272	125806	97715
-15056	2320	2448	125812	97694
-14992	2064	1712	125841	97665
-15296	2400	2112	125814	97703
-14880	2272	2064	125825	97692
-14848	2288	2128	125872	97712
-14976	2112	2368	125879	97649
-15232	2192	2192	125629	97637
-14960	2240	2192	125620	97615
-15296	2144	1968	125619	97636
-15232	2224	1904	125563	97589
-15136	2464	2560	125649	97627
-15328	2272	2448	125669	97591
-15136	2272	1936	125681	97676
-14848	2224	1376	125675	97675
-14928	2368	1568	125770	97659
-15200	2352	1776	125832	97624
-15008	2432	1968	125770	97634
-14800	2464	1904	125558	97517
-14960	2416	2112	125450	97495
-15360	2112	2512	125517	97515
-15504	1920	2112	125542	97607
-15184	1920	1888	125586	97605
-15024	2048	1984	125695	97594
-15024	2160	2176	125664	97542
-15104	2080	1920	125623	97584
-15232	2176	2128	125565	97593
-14928	2368	1824	125544	97620
-15152	2240	1968	125618	97580
-15152	2368	2240	125681	97652
-15040	2528	2336	125700	97555
-14992	2192	2032	125709	97605
-14976	2176	1968	125650	97622
-15088	2064	2320	125662	97529
-15040	2384	1936	125458	97438
-15216	2112	2064	125377	97540
-15216	2320	2208	125494	97574
-15072	2224	2256	125534	97543
-14976	2256	1808	125682	97540
-15072	2256	2096	125643	97548
-15184	2128	2096	125562	97490
-14944	2192	2880	125630	97560
-15088	2256	1984	125611	97549
-15152	2272	1952	125663	97548
-15040	2432	2384	125720	97539
-15280	2336	1552	125714	97543
-15216	2272	1824	125731	97535
-15120	2368	2160	125728	97608
-15232	2176	1888	125741	97620
-15328	2128	2112	125586	97487
-15312	2320	1952	125372	97463
-15568	1968	2160	125378	97482
-15152	2336	1856	125570	97486
-14768	2592	1936	125630	97530
-14880	2480	2400	125657	97521
-15120	2256	2544	125693	97479
-15360	2176	2144	125604	97499
-15056	2256	2384	125595	97448
-15120	2224	1952	125630	97476
-15040	2576	2608	125657	97536
-15216	2688	2208	125620	97548
-15072	2608	2208	125715	97559
-15056	2448	1792	125673	97540
-15200	2176	1552	125799	97567
-15248	2160	1728	125714	97484
-15424	2144	1600	125503	97368
-15424	2064	1600	125410	97406
-15008	2416	1872	125531	97445
-14960	2432	1888	125598	97452
-14800	2432	2368	125701	97570
-15216	2320	2224	125643	97517
-15328	2272	2368	125694	97481
-14976	2304	1856	125630	97438
-15168	2288	2096	125662	97459
-15248	2320	1936	125669	97527
-15152	2336	1952	125704	97511
-15120	2256	1840	125700	97554
-15200	2416	2144	125693	97530
-15104	2368	2448	125787	97501
-14944	2544	2416	125561	97402
-15088	2368	1664	125387	97396
-15072	2288	2240	125468	97366
-15376	2272	2208	125531	97452
-14992	2240	1856	125639	97474
-14960	2336	1920	125660	97478
-15008	2368	2368	125678	97479
-15312	2464	2576	125547	97387
-15232	2320	2480	125401	97341
-15088	2496	2256	125412	97369
-14752	2368	2608	125462	97395
-15168	2464	2288	125555	97417
-15056	2400	2128	125566	97441
-15344	2368	1808	125506	97429
-15216	2256	2096	125560	97405
-14880	2096	2208	125551	97356
-14896	2160	1488	125566	97410
-15408	2048	1888	125601	97466
-15520	2256	1552	125549	97446
-15152	2464	1920	125701	97425
-14816	2544	2000	125663	97410
-14832	2448	2208	125582	97412
-14864	2464	2304	125340	97310
-15216	2112	2000	125346	97302
-15152	2256	1936	125364	97370
-15136	2432	1424	125523	97397
-15008	2496	1968	125559	97385
-15040	2432	2016	125594	97394
-15344	2272	1600	125591	97362
-15264	2400	1920	125507	97372
-15184	2624	1968	125485	97453
-15264	2544	1568	125588	97409
-15440	2448	1856	125604	97417
-15168	2336	1568	125518	97430
-14752	2512	1744	125639	97418
-15088	2352	1888	125618	97375
-15072	2336	1744	125428	97269
-15248	2240	1680	125340	97310
-15296	2256	1408	125372	97346
-15120	2288	2752	125474	97345
-15216	2240	2688	125530	97359
-14864	2240	1504	125601	97404
-14992	2272	1712	125487	97406
-15120	2304	1552	125487	97405
-15072	2336	1504	125431	97374
-15184	2336	1312	125588	97356
-15360	2304	1568	125572	97404
-15104	2208	2080	125609	97418
-15376	2208	1376	125617	97388
-15296	2192	1584	125550	97385
-15168	2336	1600	125254	97287
-15056	2432	1504	125263	97326
-15088	2432	1376	125397	97328
-15008	2304	1504	125483	97325
-15056	2288	1584	125646	97363
-15312	2032	1136	125650	97354
-15152	2112	1712	125575	97354
-15024	2144	1424	125541	97297
-14976	2192	1744	125535	97334
-15184	2064	1040	125631	97338
-14768	2320	1840	125609	97386
-15056	2288	2016	125582	97394
-15120	2160	1904	125693	97381
-15088	2304	1552	125486	97273
-15136	2096	1200	125299	97242
-15072	2256	1472	125316	97232
-15088	2208	1216	125443	97305
-15216	2112	1152	125513	97292
-15296	2256	1904	125545	97354
-15472	2208	1792	125528	97313
-15264	2080	1280	125520	97338
-15248	2096	1424	125444	97313
-15376	2016	1200	125574	97332
-15360	2208	1072	125596	97332
-15136	2192	1280	125575	97318
-15120	2192	1264	125640	97327
-15296	2128	1744	125482	97259
-15152	2208	1904	125349	97184
-15072	2256	1744	125245	97168
-15104	2144	1648	125145	97233
-15024	2240	2144	125189	97236
-15152	2016	1552	125381	97242
-15120	2112	1680	125407	97247
-15248	2112	1728	125348	97267
-14992	2192	1872	125368	97236
-15008	2096	2176	125358	97226
-14896	2304	1744	125420	97241
-14992	2320	1584	125444	97197
-15040	2272	1872	125408	97273
-15104	2240	1792	125450	97269
-15136	2112	2144	125546	97240
-15232	2304	2144	125546	97247
-15200	2176	1824	125387	97165
-14960	2368	2208	125158	97128
-15168	2048	1792	125046	97150
-15152	2128	1872	125252	97140
-14992	2144	1232	125234	97212
-15008	2288	1248	125283	97213
-15136	2224	1792	125279	97201
-15328	2240	1840	125298	97179
-15264	1952	2160	125366	97153
-15280	2096	1792	125331	97157
-15008	2208	2016	125395	97177
-15008	2256	2000	125453	97151
-15168	2240	1984	125391	97231
-15088	2256	2160	125343	97205
-15120	2224	1712	125395	97160
-14800	2272	2448	125454	97233
-15072	2208	1856	125413	97217
-15024	2192	2112	125479	97161
-14976	2256	2192	125332	97077
-15168	2304	2240	125161	97055
-15088	2144	2448	125146	97088
-15232	2208	2032	125232	97052
-15168	2208	2176	125205	97162
-14992	2160	1744	125171	97112
-15168	2112	1776	125234	97144
-15024	2224	2048	125307	97096
-15152	2080	2096	125249	97170
-15136	2112	2096	125314	97132
-14816	2240	2000	125373	97150
-14960	2144	2016	125395	97105
-15072	2176	1968	125399	97194
-15040	2176	1936	125409	97170
-15152	2112	1632	125420	97139
-15056	2256	1728	125425	97147
-15120	2016	2112	125420	97143
-15088	2208	2144	125429	97216
-15104	2080	1968	125383	97108
-14976	2256	1568	125073	97028
-15104	2192	1952	125027	97054
-15152	2256	2240	125224	97058
-15104	2176	1840	125243	97021
-15088	2240	1856	125247	97044
-15216	2224	1968	125289	97123
-15184	2240	2176	125253	97041
-15328	2080	2256	125262	97113
-15024	2192	2304	125219	97092
-14912	2288	2256	125363	97098
-15024	2272	1984	125375	97109
-15200	2112	1536	125359	97084
-15296	2224	1728	125401	97139
-15280	2112	2224	125318	97103
-15008	2128	2112	125391	97069
-15136	2320	2112	125390	97163
-15104	2192	1808	125414	97126
-14992	2128	2192	125370	97119
-14992	2144	1984	125332	97116
-15104	2144	2064	125308	97054
-15056	2160	2176	125017	96980
-15088	2144	2144	125165	96995
-15200	2224	1744	125124	97029
-14976	2320	2288	125295	97024
-15184	2128	1904	125020	96977
-15040	2400	2176	125030	96964
-15232	2256	2672	125205	96992
-15040	2368	1952	125206	96995
-15072	2160	1904	125257	96970
-15296	2208	2288	125249	97024
-15360	2160	2112	125169	97022
-15232	2096	2112	125226	97019
-15072	2128	1888	125163	97014
-15136	2256	2128	125316	97039
-14864	2336	2352	125331	97065
-15120	2096	2160	125273	97043
-15184	2160	2128	125406	97046
-15072	2256	2512	125396	97026
-14944	2336	2416	125361	97050
-15232	2304	2048	125363	97036
-15200	2272	2016	125421	97060
-15072	2272	2000	125413	97020
-15168	2288	1840	125162	96893
-15328	2128	2320	125033	96908
-15248	2048	1968	125066	96983
-15136	2112	1904	125115	96986
-15232	2080	1712	125270	96962
-15136	2144	2320	125300	97000
-15376	2144	1552	125294	96991
-15248	2128	2176	125295	96933
-15136	2160	2000	125258	97022
-15120	2176	1728	125216	97005
-15136	2288	1840	125359	97016
-15088	2320	1648	125371	97064
-15008	2320	1984	125330	97024
-15040	2208	2032	125444	97027
-15056	2304	1840	125432	97006
-15072	2224	2000	125402	97013
-15024	2320	2288	125440	97023
-15152	2304	2224	125279	96891
-15088	2336	1792	125071	96872
-15216	2256	2176	125101	96969
-15136	2320	2048	125110	96980
-15056	2288	2016	125146	96993
-15104	2208	2304	125261	96984
-15136	2224	1920	125265	96923
-15136	2176	1984	125223	96951
-15232	2112	1888	125201	96956
-15024	2304	1904	125237	96926
-15024	2336	2016	125265	96998
-15056	2176	2080	125222	97032
-15072	2256	2192	125317	96965
-15024	2208	1984	125312	97042
